22,38344AK0540003
23,38344AK0540006
24,38344AK0540008
25,38344AK0550001
26,38344AK0550002
107,46944AL0370001
109,46944AL0410001
111,46944AL0460001
112,46944AL0470001
115,46944AL0560001
163,53901AZ1340005
164,53901AZ1340006
165,53901AZ1340007
166,53901AZ1340008
167,53901AZ1340009
168,53901AZ1340010
169,53901AZ1340011
174,36194FL0020003
175,36194FL0020008
176,36194FL0020009
177,36194FL0020012
178,36194FL0020018
179,36194FL0020020
180,36194FL0020021
181,36194FL0020022
182,36194FL0020023
201,53901AZ1340012
202,53901AZ1340013
203,53901AZ1340014
204,53901AZ1340015
205,53901AZ1340016
206,53901AZ1340017
207,53901AZ1340018
208,53901AZ1340019
209,53901AZ1340020
210,53901AZ1340021
211,53901AZ1340022
212,53901AZ1350003
213,53901AZ1360003
214,53901AZ1360004
215,53901AZ1360005
216,53901AZ1360006
217,53901AZ1360007
218,53901AZ1360008
219,53901AZ1360009
255,91450AZ0080029
256,91450AZ0080030
257,91450AZ0080033
258,91450AZ0080034
259,91450AZ0080035
260,91450AZ0080036
270,16842FL0070073
271,16842FL0070084
272,16842FL0070100
273,16842FL0070102
274,16842FL0070106
275,16842FL0070108
276,16842FL0070110
277,16842FL0070114
278,16842FL0070120
279,16842FL0070122
280,16842FL0070124
281,16842FL0070126
282,16842FL0070128
283,16842FL0120033
284,16842FL0120044
285,16842FL0120060
286,16842FL0120062
287,16842FL0120066
288,16842FL0120068
289,16842FL0120070
290,16842FL0120072
291,16842FL0120076
292,16842FL0120078
293,16842FL0120080
294,16842FL0120082
295,16842FL0120084
300,21663FL0130001
301,21663FL0130002
302,21663FL0130003
303,21663FL0130005
304,21663FL0130006
305,21663FL0130008
306,21663FL0130009
307,21663FL0130010
308,21663FL0140001
309,21663FL0140002
310,21663FL0140003
311,21663FL0140004
312,21663FL0140006
313,21663FL0150001
314,21663FL0150002
315,21663FL0150003
316,21663FL0150004
317,21663FL0150006
326,30252FL0020033
327,30252FL0020044
328,30252FL0020060
329,30252FL0020062
330,30252FL0020066
331,30252FL0020068
332,30252FL0020070
333,30252FL0020074
334,30252FL0020076
335,30252FL0020078
336,30252FL0020080
337,30252FL0020082
338,30252FL0070001
339,30252FL0070003
340,30252FL0070005
341,30252FL0070007
342,30252FL0070009
343,30252FL0070013
344,30252FL0070015
345,30252FL0070017
352,35783FL1160001
353,35783FL1160002
354,35783FL1160003
355,35783FL1160004
356,35783FL1160013
357,35783FL1160014
358,35783FL1160015
359,35783FL1160016
360,35783FL1160030
361,35783FL1160031
362,35783FL1160032
363,35783FL1160035
364,35783FL1160036
365,35783FL1160037
366,35783FL1160038
367,35783FL1160039
368,35783FL1160041
369,35783FL1160042
370,35783FL1160043
371,35783FL1160044
372,35783FL1160060
382,36194FL0020024
409,36194FL0040001
410,36194FL0040003
411,36194FL0040004
412,36194FL0040005
413,36194FL0040006
414,36194FL0040007
415,36194FL0040008
416,36194FL0040009
417,36194FL0040010
418,36194FL0040011
419,36194FL0040012
420,36194FL0040014
421,36194FL0040015
422,36194FL0040016
423,36194FL0040018
424,36194FL0040020
425,36194FL0040021
426,36194FL0040022
427,36194FL0040023
428,36194FL0040024
442,36194FL0060003
443,36194FL0060008
444,36194FL0060009
445,36194FL0060012
446,36194FL0060018
447,36194FL0060020
448,36194FL0060021
449,36194FL0060022
450,36194FL0060023
451,36194FL0060024
478,36194FL0080001
479,36194FL0080003
480,36194FL0080004
481,36194FL0080005
482,36194FL0080006
483,36194FL0080007
484,36194FL0080008
485,36194FL0080009
486,36194FL0080010
487,36194FL0080011
488,36194FL0080012
489,36194FL0080014
490,36194FL0080015
491,36194FL0080016
492,36194FL0080018
493,36194FL0080020
494,36194FL0080021
495,36194FL0080022
496,36194FL0080023
497,36194FL0080024
516,54172FL0010001
517,54172FL0010002
518,54172FL0010003
519,54172FL0020001
520,54172FL0020002
521,56503FL1300001
522,56503FL1320001
523,56503FL1330001
524,56503FL1380002
525,56503FL1390001
526,56503FL1400001
527,56503FL1410001
528,56503FL1460001
532,56503FL1980001
533,56503FL1990001
534,56503FL2000001
535,56503FL2010001
536,56503FL2040001
537,56503FL2060001
538,56503FL2090002
549,56503FL2240001
550,56503FL2260001
556,56503FL2530002
557,56503FL2540002
558,56503FL2550002
559,56503FL2560002
560,56503FL2570001
561,56503FL2580002
562,56503FL2590002
563,56503FL2600002
564,56503FL2610001
565,56503FL2620002
566,56503FL2630002
567,56503FL2640002
568,56503FL2650002
569,56503FL2660002
570,56503FL2670001
571,56503FL2680001
618,49046GA0410014
619,49046GA0410015
620,49046GA0410017
621,49046GA0410019
622,49046GA0410020
623,49046GA0410021
624,49046GA0410022
625,49046GA0410023
626,49046GA0410024
627,49046GA0410026
628,49046GA0410027
629,49046GA0410028
630,49046GA0410029
631,49046GA0410030
632,49046GA0410031
633,49046GA0410032
634,49046GA0410033
635,49046GA0410034
636,49046GA0410035
637,49046GA0410036
638,49046GA0410037
639,49046GA0410038
640,49046GA0410039
641,49046GA0410040
642,49046GA0410041
643,49046GA0410042
644,49046GA0410043
645,49046GA0410044
646,49046GA0410045
647,49046GA0410046
648,49046GA0410047
649,49046GA0410048
650,49046GA0410049
651,49046GA0410050
652,49046GA0410051
653,49046GA0410052
654,49046GA0410053
655,49046GA0410054
656,49046GA0410055
657,49046GA0410056
658,49046GA0410057
659,49046GA0410058
660,49046GA0410059
661,49046GA0410060
662,49046GA0410061
663,49046GA0410062
664,49046GA0410063
665,49046GA0410064
666,49046GA0410065
667,49046GA0410066
668,49046GA0410067
669,49046GA0410068
670,49046GA0410069
671,49046GA0410070
672,49046GA0410071
673,49046GA0410072
674,49046GA0410073
675,49046GA0410074
676,49046GA0410075
677,49046GA0410076
678,49046GA0410077
679,49046GA0410078
680,49046GA0410079
681,49046GA0410080
682,49046GA0410081
683,49046GA0410082
753,70893GA0010001
754,70893GA0010002
755,70893GA0010003
756,70893GA0010005
757,70893GA0010006
758,70893GA0010008
759,70893GA0010009
760,70893GA0010010
761,70893GA0020001
762,70893GA0020002
763,70893GA0020003
764,70893GA0020004
765,70893GA0020006
766,70893GA0030001
767,70893GA0030002
768,70893GA0030003
769,70893GA0030004
770,70893GA0030006
797,83761GA0040002
798,83761GA0040003
799,83761GA0040007
800,83761GA0040010
801,83761GA0040017
802,83761GA0040021
803,83761GA0040022
804,83761GA0040023
805,83761GA0040024
806,83761GA0040025
807,83761GA0040026
808,83761GA0040031
809,83761GA0040032
848,67243LA0090006
849,67243LA0090007
850,67243LA0090008
851,67243LA0090009
852,67243LA0090010
855,48963MS0520006
856,48963MS0520007
857,48963MS0520008
858,48963MS0520009
859,48963MS0520010
860,48963MS0520011
861,48963MS0520012
869,89942GA0050002
870,89942GA0050003
871,89942GA0050004
872,89942GA0050005
873,89942GA0050006
874,89942GA0050007
875,89942GA0050009
876,89942GA0050010
877,89942GA0050012
878,89942GA0050013
879,89942GA0050014
880,89942GA0050015
900,93332GA0710001
901,93332GA0710002
902,93332GA0710003
903,93332GA0710004
904,93332GA0710015
905,93332GA0710016
906,93332GA0710017
907,93332GA0710018
908,93332GA0710020
909,93332GA0710039
910,93332GA0710040
911,93332GA0710041
912,93332GA0710044
913,93332GA0710045
914,93332GA0710046
915,93332GA0710054
916,93332GA0710055
917,17575IN0700021
918,17575IN0700023
919,17575IN0700024
920,17575IN0700025
921,17575IN0700026
922,17575IN0700027
923,17575IN0700028
924,17575IN0700029
925,17575IN0700031
926,17575IN0700032
927,17575IN0700033
928,17575IN0700034
929,17575IN0700035
935,17575IN0760002
964,54192IN0010001
965,54192IN0010003
966,54192IN0010005
967,54192IN0010007
968,54192IN0010008
969,54192IN0010009
970,54192IN0020001
971,54192IN0020003
972,54192IN0020005
973,54192IN0020007
974,54192IN0020008
975,54192IN0020009
976,54192IN0030001
977,54192IN0030002
978,54192IN0030003
979,54192IN0040001
993,62033IN0010001
994,62033IN0010002
995,62033IN0010004
996,62033IN0010005
997,62033IN0010031
998,62033IN0020001
999,62033IN0020002
1000,62033IN0020003
1007,76179IN0110001
1008,76179IN0110002
1009,76179IN0110003
1010,76179IN0110005
1011,76179IN0110006
1012,76179IN0110008
1013,76179IN0110009
1014,76179IN0120001
1015,76179IN0120002
1016,76179IN0120004
1017,76179IN0120005
1018,76179IN0130001
1019,76179IN0130002
1020,76179IN0130004
1021,76179IN0130005
1070,19636LA0220005
1071,19636LA0220007
1072,19636LA0220010
1073,19636LA0220012
1074,19636LA0220013
1075,19636LA0220014
1076,19636LA0230002
1077,19636LA0230003
1078,19636LA0230006
1079,19636LA0240002
1080,19636LA0240003
1081,19636LA0240007
1084,19636LA0540001
1085,19636LA0540002
1086,19636LA0540003
1095,44965LA0570001
1096,44965LA0570002
1097,44965LA0570003
1098,44965LA0570021
1099,44965LA0570022
1100,44965LA0570023
1101,44965LA0570026
1102,44965LA0570027
1103,44965LA0570028
1104,44965LA0570033
1110,67243LA0090001
1111,67243LA0090002
1112,67243LA0090003
1113,67243LA0090004
1114,67243LA0090005
1141,97176LA0340010
1142,97176LA0340015
1143,97176LA0340017
1144,97176LA0350003
1145,97176LA0350004
1165,30613MO0570001
1166,30613MO0570002
1167,30613MO0570003
1168,30613MO0570006
1169,30613MO0570007
1170,30613MO0570008
1171,30613MO0570011
1172,30613MO0570012
1173,30613MO0570013
1174,30613MO0570031
1175,32753MO0770015
1176,32753MO0770017
1177,32753MO0770018
1178,32753MO0770020
1179,32753MO0770022
1180,32753MO0770023
1181,32753MO0770025
1182,32753MO0770028
1183,32753MO0770029
1184,32753MO0770030
1185,32753MO0770031
1186,32753MO0770032
1187,32753MO0770033
1188,32753MO0770034
1220,34762MO0140012
1221,34762MO0140014
1222,34762MO0140016
1225,34762MO0440001
1226,34762MO0440002
1258,74483MO0040001
1259,74483MO0040002
1260,74483MO0040003
1261,74483MO0040004
1262,74483MO0040005
1263,74483MO0040008
1264,74483MO0040009
1265,74483MO0040010
1266,74483MO0040011
1267,74483MO0040012
1268,74483MO0040013
1269,74483MO0040014
1270,74483MO0040015
1271,74483MO0040016
1272,74483MO0040017
1273,74483MO0040018
1286,48963MS0490001
1287,48963MS0490002
1288,48963MS0490003
1289,48963MS0490011
1290,48963MS0490012
1291,48963MS0490013
1293,48963MS0520005
1294,48963MS0520013
1295,48963MS0520014
1296,48963MS0520015
1297,48963MS0520016
1298,48963MS0520017
1313,90714MS0010001
1314,90714MS0010002
1315,90714MS0010003
1316,90714MS0010005
1317,90714MS0010006
1318,90714MS0010008
1319,90714MS0010009
1320,90714MS0020001
1321,90714MS0020002
1322,90714MS0020003
1323,90714MS0020004
1324,90714MS0020006
1325,90714MS0030001
1326,90714MS0030002
1327,90714MS0030003
1328,90714MS0030004
1329,90714MS0030006
1335,11512NC0060018
1336,11512NC0060020
1337,11512NC0060024
1338,11512NC0060026
1339,11512NC0060027
1340,11512NC0060028
1341,11512NC0100022
1342,11512NC0100024
1343,11512NC0100028
1344,11512NC0100030
1345,11512NC0100031
1346,11512NC0100032
1347,11512NC0100034
1348,11512NC0100036
1349,11512NC0100040
1350,11512NC0100042
1351,11512NC0100043
1352,11512NC0100044
1359,11512NC0120001
1360,11512NC0120002
1361,11512NC0120003
1362,11512NC0120004
1369,11512NC0140002
1370,11512NC0140003
1371,11512NC0140004
1372,11512NC0140005
1373,11512NC0140006
1374,11512NC0170002
1375,11512NC0170003
1376,11512NC0170004
1377,11512NC0170005
1378,11512NC0170006
1429,73943NC0070001
1430,73943NC0070002
1431,73943NC0070003
1432,73943NC0070004
1433,73943NC0070005
1434,73943NC0070006
1435,73943NC0070007
1436,73943NC0070008
1483,37160ND2410002
1484,37160ND2410005
1485,37160ND2410014
1486,37160ND2410020
1487,37160ND2410021
1488,37160ND2410022
1489,37160ND2410023
1493,73751ND0080001
1494,73751ND0080003
1495,73751ND0080005
1496,73751ND0080009
1497,73751ND0080011
1498,73751ND0080013
1499,73751ND0080019
1500,73751ND0100001
1501,73751ND0100003
1502,73751ND0100005
1503,73751ND0100009
1504,73751ND0100011
1505,73751ND0100013
1506,73751ND0100019
1517,89364ND0090001
1518,89364ND0090003
1519,89364ND0090004
1520,89364ND0090005
1521,89364ND0090006
1522,89364ND0090007
1523,89364ND0090008
1524,89364ND0090009
1525,89364ND0090010
1526,89364ND0090011
1535,91762NJ0070015
1536,91762NJ0070093
1537,91762NJ0070096
1538,91762NJ0070097
1539,91762NJ0070100
1561,33602TX0460312
1562,33602TX0460313
1563,33602TX0460314
1564,33602TX0460315
1565,33602TX0460316
1566,33602TX0460317
1567,33602TX0460318
1618,77606NJ0040001
1619,77606NJ0040002
1620,77606NJ0040065
1621,77606NJ0040066
1629,91661NJ2270001
1630,91661NJ2270002
1631,91661NJ2280001
1643,91661NJ2340001
1644,91661NJ2340002
1645,91661NJ2340003
1646,91661NJ2340004
1652,91762NJ0070001
1653,91762NJ0070002
1654,91762NJ0070004
1655,91762NJ0070006
1656,91762NJ0070007
1657,91762NJ0070010
1658,91762NJ0070012
1659,91762NJ0070014
1769,87571OK0320006
1770,87571OK0320030
1771,87571OK0320031
1772,87571OK0320032
1773,87571OK0320033
1774,87571OK0320046
1775,87571OK0320047
1776,87571OK0320048
1777,87571OK0320049
1778,87571OK0320062
1779,87571OK0320063
1780,87571OK0320064
1781,87571OK0320065
1782,87571OK0320066
1783,87571OK0320067
1784,87571OK0320068
1785,87571OK0320069
1786,87571OK0320070
1787,87571OK0320071
1788,87571OK0320072
1789,87571OK0320073
1790,87571OK0320074
1791,87571OK0320075
1792,87571OK0320076
1793,87571OK0320077
1824,87571OK0350006
1825,87571OK0350022
1826,87571OK0350023
1827,87571OK0350024
1828,87571OK0350025
1829,87571OK0350026
1830,87571OK0350027
1831,87571OK0350028
1832,87571OK0350029
1833,87571OK0350030
1834,87571OK0350031
1835,87571OK0350032
1836,87571OK0350033
1837,87571OK0350034
1838,87571OK0350035
1839,87571OK0350036
1840,87571OK0350037
1841,87571OK0350038
1842,87571OK0350039
1843,87571OK0350040
1844,87571OK0350041
1845,87571OK0350042
1846,87571OK0350043
1847,87571OK0350044
1848,87571OK0350046
1849,87571OK0350051
1850,87571OK0350052
1851,87571OK0350053
1852,87571OK0350057
1853,87571OK0350058
1854,87571OK0350059
1855,87571OK0350060
1856,87571OK0350061
1857,87571OK0350062
1858,87571OK0350064
1951,26065SC0380001
1952,26065SC0380002
1953,26065SC0380003
1954,26065SC0380004
1955,26065SC0380005
1956,26065SC0380006
1957,26065SC0380007
1958,26065SC0380008
1959,26065SC0380009
1960,26065SC0380010
1961,26065SC0380011
1962,26065SC0380012
1963,26065SC0380013
1964,26065SC0380014
1965,26065SC0380015
1966,26065SC0380016
1967,26065SC0380017
1968,26065SC0380018
1969,26065SC0380019
1970,26065SC0380020
1971,26065SC0380021
1972,26065SC0380022
1973,26065SC0380023
1974,26065SC0390001
2051,14002TN0330172
2052,14002TN0330174
2053,14002TN0330175
2054,14002TN0330177
2055,14002TN0330178
2056,14002TN0330208
2057,14002TN0330210
2058,14002TN0330211
2059,14002TN0330213
2060,14002TN0330214
2061,14002TN0330240
2062,14002TN0330242
2063,14002TN0330243
2064,14002TN0330245
2065,14002TN0330246
2066,14002TN0330336
2067,14002TN0330338
2068,14002TN0330339
2069,14002TN0330341
2070,14002TN0330342
2116,82120TN0600011
2117,82120TN0600012
2118,82120TN0600013
2119,82120TN0600021
2120,82120TN0600022
2121,82120TN0600023
2122,82120TN0600031
2123,82120TN0600032
2124,82120TN0600033
2125,82120TN0600034
2134,99248TN0060001
2135,99248TN0060002
2136,99248TN0060003
2137,99248TN0060004
2138,99248TN0060005
2139,99248TN0060006
2140,99248TN0060007
2141,99248TN0060008
2142,99248TN0060009
2143,99248TN0060010
2144,99248TN0060011
2145,99248TN0060012
2146,99248TN0060013
2147,99248TN0060014
2148,99248TN0060015
2149,99248TN0060016
2150,99248TN0060017
2151,99248TN0060018
2152,99248TN0060019
2153,99248TN0060020
2154,99248TN0060021
2155,99248TN0060022
2156,99248TN0060023
2162,20069TX0010001
2163,20069TX0100001
2164,20069TX0110001
2165,20069TX0120001
2166,20069TX0310001
2167,20069TX0320001
2168,20069TX0330001
2196,26539TX0140001
2197,26539TX0140003
2198,26539TX0140006
2199,26539TX0140008
2200,26539TX0140009
2201,27248TX0010001
2202,27248TX0010002
2203,27248TX0010003
2204,27248TX0010004
2205,27248TX0010005
2206,27248TX0010006
2207,27248TX0010007
2208,29418TX0140001
2209,29418TX0140002
2210,29418TX0140003
2211,29418TX0140005
2212,29418TX0140006
2213,29418TX0140008
2214,29418TX0140009
2215,29418TX0140010
2216,29418TX0150001
2217,29418TX0150002
2218,29418TX0150003
2219,29418TX0150004
2220,29418TX0150006
2222,32673TX0630001
2223,32673TX0630002
2224,32673TX0630003
2225,32673TX0630004
2226,32673TX0630013
2227,32673TX0690001
2228,32673TX0690002
2229,32673TX0690003
2230,32673TX0690004
2231,32673TX0690005
2232,32673TX0690006
2233,32673TX0690007
2234,32673TX0690008
2235,32673TX0690009
2236,32673TX0690010
2237,32673TX0690011
2238,32673TX0690012
2245,33602TX0460006
2246,33602TX0460136
2247,33602TX0460137
2248,33602TX0460138
2249,33602TX0460139
2250,33602TX0460140
2251,33602TX0460141
2252,33602TX0460142
2253,33602TX0460143
2254,33602TX0460144
2255,33602TX0460145
2256,33602TX0460146
2257,33602TX0460147
2258,33602TX0460148
2259,33602TX0460149
2260,33602TX0460150
2261,33602TX0460151
2262,33602TX0460152
2263,33602TX0460153
2264,33602TX0460154
2265,33602TX0460155
2266,33602TX0460156
2267,33602TX0460157
2268,33602TX0460158
2269,33602TX0460159
2270,33602TX0460160
2271,33602TX0460237
2272,33602TX0460238
2273,33602TX0460239
2274,33602TX0460241
2275,33602TX0460242
2276,33602TX0460268
2277,33602TX0460269
2278,33602TX0460270
2279,33602TX0460271
2280,33602TX0460272
2281,33602TX0460273
2282,33602TX0460274
2283,33602TX0460275
2284,33602TX0460276
2285,33602TX0460277
2286,33602TX0460278
2287,33602TX0460279
2288,33602TX0460280
2289,33602TX0460281
2290,33602TX0460282
2291,33602TX0460283
2292,33602TX0460284
2293,33602TX0460285
2294,33602TX0460286
2295,33602TX0460287
2296,33602TX0460288
2297,33602TX0460289
2298,33602TX0460290
2299,33602TX0460291
2300,33602TX0460292
2301,33602TX0460293
2302,33602TX0460294
2303,33602TX0460295
2304,33602TX0460296
2305,33602TX0460297
2306,33602TX0460298
2307,33602TX0460299
2308,33602TX0460300
2309,33602TX0460301
2310,33602TX0460302
2311,33602TX0460303
2312,33602TX0460304
2313,33602TX0460305
2314,33602TX0460306
2315,33602TX0460307
2316,33602TX0460308
2317,33602TX0460309
2318,33602TX0460310
2319,33602TX0460311
2320,33602TX0460319
2321,33602TX0460320
2322,33602TX0460321
2323,33602TX0460322
2324,33602TX0460323
2325,33602TX0460324
2326,33602TX0460325
2327,33602TX0460326
2328,33602TX0460327
2329,33602TX0460328
2330,33602TX0460329
2331,33602TX0460330
2332,33602TX0460331
2333,33602TX0460332
2334,33602TX0460333
2335,33602TX0460334
2336,33602TX0460335
2337,33602TX0460336
2338,33602TX0460337
2339,33602TX0460338
2340,33602TX0460339
2341,33602TX0460340
2342,33602TX0460341
2343,33602TX0460342
2344,33602TX0460368
2345,33602TX0460369
2346,33602TX0460370
2347,33602TX0460371
2348,33602TX0460372
2349,33602TX0460373
2350,33602TX0460374
2351,33602TX0460375
2352,33602TX0460376
2353,33602TX0460377
2354,33602TX0460378
2355,33602TX0460379
2356,33602TX0460380
2357,33602TX0460381
2358,33602TX0460382
2359,33602TX0460383
2360,33602TX0460384
2361,33602TX0460385
2362,33602TX0460386
2363,33602TX0460387
2364,33602TX0460388
2365,33602TX0460389
2366,33602TX0460390
2367,33602TX0460391
2368,33602TX0460392
2369,33602TX0460393
2370,33602TX0460394
2371,33602TX0460395
2372,33602TX0460396
2373,33602TX0460397
2374,33602TX0460398
2375,33602TX0460399
2376,33602TX0460400
2377,33602TX0460401
2378,33602TX0460402
2379,33602TX0460403
2380,33602TX0460404
2381,33602TX0460405
2382,33602TX0460406
2383,33602TX0460407
2384,33602TX0460408
2385,33602TX0460409
2386,33602TX0460410
2387,33602TX0460411
2388,33602TX0460412
2389,33602TX0460413
2390,33602TX0460414
2391,33602TX0460415
2392,33602TX0460416
2393,33602TX0460417
2394,33602TX0460421
2395,33602TX0460452
2396,33602TX0460453
2397,33602TX0460454
2398,33602TX0460455
2399,33602TX0460456
2400,33602TX0460457
2401,33602TX0460458
2402,33602TX0460459
2403,33602TX0460460
2404,33602TX0460461
2405,33602TX0460462
2406,33602TX0460463
2407,33602TX0460464
2408,33602TX0460465
2409,33602TX0460466
2410,33602TX0460467
2411,33602TX0460468
2412,33602TX0460469
2413,33602TX0460470
2414,33602TX0460471
2415,33602TX0460472
2416,33602TX0460473
2417,33602TX0460474
2418,33602TX0460475
2419,33602TX0460476
2543,33602TX0770001
2544,33602TX0770002
2545,33602TX0770003
2546,33602TX0770004
2547,33602TX0770005
2548,33602TX0770006
2549,33602TX0770007
2550,33602TX0770008
2551,33602TX0770009
2552,33602TX0770010
2553,33602TX0770011
2554,33602TX0770012
2555,33602TX0770013
2556,33602TX0770014
2557,33602TX0770015
2558,33602TX0770016
2559,33602TX0770017
2560,33602TX0770018
2561,33602TX0770019
2562,33602TX0770020
2563,33602TX0770021
2564,33602TX0770022
2565,33602TX0770023
2566,33602TX0770024
2567,33602TX0770025
2568,33602TX0770026
2569,33602TX0770027
2570,33602TX0770028
2571,33602TX0770029
2572,33602TX0770030
2573,33602TX0770031
2574,33602TX0770032
2575,33602TX0770033
2576,33602TX0770034
2577,33602TX0770035
2578,33602TX0770036
2579,33602TX0770037
2580,33602TX0770038
2581,33602TX0770039
2582,33602TX0770040
2583,33602TX0770041
2584,33602TX0770042
2585,33602TX0770043
2586,33602TX0770044
2587,33602TX0770045
2588,33602TX0770046
2589,33602TX0770047
2590,33602TX0770048
2591,33602TX0770049
2592,33602TX0770050
2593,33602TX0770051
2599,37833WI0510066
2600,37833WI0510067
2601,37833WI0510068
2602,37833WI0510069
2603,37833WI0510070
2604,37833WI0510071
2605,37833WI0510072
2606,37833WI0510073
2607,37833WI0510074
2608,37833WI0510075
2609,37833WI0510076
2610,37833WI0540001
2611,37833WI0540002
2612,37833WI0540003
2620,33602TX0770052
2621,33602TX0770053
